EmployeeId,FirstName,LastName,PositionId,PositionTitle,DepartmentId,BirthDate,HireDate,Salary,Gender,ManagementRole,DepartmentDescription,PayType
560,Elizabeth,Peoples,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,M,Store Full Time Staf,Store Permanent Checkers,Monthly
561,Mike,Choi,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7900,F,Store Full Time Staf,Store Permanent Checkers,Monthly
562,Mary Lou,Quintana,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,M,Store Full Time Staf,Store Permanent Checkers,Monthly
563,Christopher,Bright,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,F,Store Full Time Staf,Store Permanent Checkers,Monthly
564,Scott,Rodgers,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,F,Store Full Time Staf,Store Permanent Checkers,Monthly
565,Janet,Gates,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,M,Store Full Time Staf,Store Permanent Checkers,Monthly
566,Darren,Watkins,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8100,M,Store Full Time Staf,Store Permanent Checkers,Monthly
567,Charles,Christensen,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
568,Darrell,Banks,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
569,Carlton,Carlisle,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
570,Abe,Tramel,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
571,Jose,Curry,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
572,Betty,Haines,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
573,Deborah,Campbell,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
574,Catherine,Whitney,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
575,Neva,Mitchell,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
576,Cindy,Dodd,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
577,Stacey,Cereghino,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
578,Helen,Meyer,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
579,Olga,Stevens,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
580,Joan,Campbell,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
581,Silvia,Walker,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
582,Mosha,Pasumansky,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
583,Shawn,Whitney,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
584,Lloyd,Saunders,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
585,Rose,Vandenouer,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,F,Store Full Time Staf,Store Permanent Stockers,Monthly
586,Eric,Vincenzi,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4800,F,Store Full Time Staf,Store Permanent Stockers,Monthly
587,Cheryl,Herring,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,3700,M,Store Full Time Staf,Store Permanent Stockers,Monthly
588,Kathleen,Garza,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,6500,M,Store Full Time Staf,Store Permanent Stockers,Monthly
589,Gail,Westover,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4300,F,Store Full Time Staf,Store Permanent Stockers,Monthly
590,Matthew,Hagemann,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,5200,F,Store Full Time Staf,Store Permanent Stockers,Monthly
591,Patricia,Vasquez,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4650,M,Store Full Time Staf,Store Permanent Stockers,Monthly
592,Lola,McCarthy,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4550,F,Store Full Time Staf,Store Permanent Stockers,Monthly
593,Phillip,Bacalzo,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,M,Store Full Time Staf,Store Permanent Stockers,Monthly
594,Marian,Berch,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4200,F,Store Full Time Staf,Store Permanent Stockers,Monthly
595,Mike,Taylor,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4700,M,Store Full Time Staf,Store Permanent Stockers,Monthly
596,Vivian,Whipple,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4500,M,Store Full Time Staf,Store Permanent Stockers,Monthly
597,Cecilia,Laursen,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,M,Store Full Time Staf,Store Permanent Stockers,Monthly
598,Lee,Olguin,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4600,M,Store Full Time Staf,Store Permanent Stockers,Monthly
599,Stephen,Ayers,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,F,Store Full Time Staf,Store Permanent Stockers,Monthly
600,Pamala,Kotc,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
601,Marlin,Coriell,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
602,Clay,Warthen,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
603,Greg,Johnson,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
604,George,Huckaby,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
605,Faith,Gustafson,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
606,Donald,Thompson,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
607,Valentina,Hendricks,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
608,Mae,Black,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
609,Carlos,Vansant,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
610,Richard,Bentley,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
611,Thomas,Ritacco,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
612,Karen,Theisen,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
613,John,Berger,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
614,Joy,Koski,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
615,Duane,Fitzgerald,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
616,Lindsey,Camacho,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
617,Selena,Alvarado,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
618,Dick,Brummer,12,Store Assistant Manager,11,19720512 00:00:00,19930501 00:00:00,7900,M,Store Management,Store Management,Monthly
619,Pat,Pinkston,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6400,M,Store Full Time Staf,Store Permanent Checkers,Monthly
620,Kristin,Spivey,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
621,Gregory,Whiting,12,Store Assistant Manager,11,19720512 00:00:00,19930501 00:00:00,10000,M,Store Management,Store Management,Monthly
622,Martha,Espinoza,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,8900,M,Store Management,Store Management,Monthly
623,David,Robinett,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6400,F,Store Full Time Staf,Store Permanent Checkers,Monthly
624,Judy,Lundahl,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,5900,F,Store Full Time Staf,Store Permanent Checkers,Monthly
625,Shawn,Demicell,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6200,M,Store Full Time Staf,Store Permanent Checkers,Monthly
626,Linda,Rousey,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6100,F,Store Full Time Staf,Store Permanent Checkers,Monthly
627,Kathy,Marcovecchio,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
628,Twanna,Evans,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
629,Judy,Storjohann,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
630,Denise,Maccietto,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
631,Deanna,Buskirk,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,F,Store Full Time Staf,Store Permanent Stockers,Monthly
632,Mary,Kesslep,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4800,M,Store Full Time Staf,Store Permanent Stockers,Monthly
633,Barbara,Schultz,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,3700,F,Store Full Time Staf,Store Permanent Stockers,Monthly
634,Kris,Bergin,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,6500,M,Store Full Time Staf,Store Permanent Stockers,Monthly
635,Merrill,Steel,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
636,Melissa,Marple,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
637,Ann,Evans,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
638,Shirley,Bruner,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
639,Michael John,Troyer,12,Store Assistant Manager,11,19321224 00:00:00,19980101 00:00:00,13000,M,Store Management,Store Management,Monthly
640,Mary,Sandidge,13,Store Shift Supervisor,11,19610924 00:00:00,19980101 00:00:00,8900,M,Store Management,Store Management,Monthly
641,Monk,Skonnard,13,Store Shift Supervisor,11,19610924 00:00:00,19980101 00:00:00,8200,F,Store Management,Store Management,Monthly
642,Christopher,Beck,13,Store Shift Supervisor,11,19610924 00:00:00,19980101 00:00:00,7000,F,Store Management,Store Management,Monthly
643,Catherine,Abel,19,Store Permanent Butcher,19,19601210 00:00:00,19980101 00:00:00,8500,F,Store Full Time Staf,Store Permanent Butchers,Monthly
644,Emilo,Miller,19,Store Permanent Butcher,19,19601210 00:00:00,19980101 00:00:00,8500,F,Store Full Time Staf,Store Permanent Butchers,Monthly
645,Hazel,Walker,14,Store Information Systems,14,19420601 00:00:00,19980101 00:00:00,9000,M,Store Full Time Staf,Store Information Systems,Monthly
646,John,Brooks,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,7000,M,Store Full Time Staf,Store Permanent Checkers,Monthly
647,Todd,Logan,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,6800,M,Store Full Time Staf,Store Permanent Checkers,Monthly
648,Joshua,Several,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,6700,M,Store Full Time Staf,Store Permanent Checkers,Monthly
649,James,Thomas,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,8200,F,Store Full Time Staf,Store Permanent Checkers,Monthly
650,Robert,Vessa,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,8000,M,Store Full Time Staf,Store Permanent Checkers,Monthly
651,James,Tran,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,7000,M,Store Full Time Staf,Store Permanent Checkers,Monthly
652,Shelley,Crow,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,6800,M,Store Full Time Staf,Store Permanent Checkers,Monthly
653,Anne,Sims,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,6700,F,Store Full Time Staf,Store Permanent Checkers,Monthly
654,Clarence,Tatman,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,8200,F,Store Full Time Staf,Store Permanent Checkers,Monthly
655,Jan,Nelsen,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,7900,F,Store Full Time Staf,Store Permanent Checkers,Monthly
656,Jeanette,Cole,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,7000,M,Store Full Time Staf,Store Permanent Checkers,Monthly
657,Phyllis,Huntsman,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,6800,F,Store Full Time Staf,Store Permanent Checkers,Monthly
658,Hannah,Arakawa,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,6700,M,Store Full Time Staf,Store Permanent Checkers,Monthly
659,Wathalee,Steuber,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,8200,F,Store Full Time Staf,Store Permanent Checkers,Monthly
660,Pamela,Cox,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,8100,F,Store Full Time Staf,Store Permanent Checkers,Monthly
661,Bronson,Jacobs,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
662,Rebecca,Barley,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
663,Emilio,Alvaro,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
664,Becky,Waters,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
665,A. Joyce,Jarvis,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
666,Ruby Sue,Styles,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
667,Jeanie,Glenn,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
668,Peggy,Smith,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
669,Tish,Duff,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
670,Anita,Lucero,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
671,Stephen,Burton,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
672,Amy,Consentino,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
673,Helen,Lutes,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
674,Linda,Ecoffey,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
675,Katherine,Swint,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
676,Dianne,Slattengren,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
677,Ronald,Heymsfield,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
678,Steven,Whitehead,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
679,Lisa,Roy,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,4400,M,Store Full Time Staf,Store Permanent Stockers,Monthly
680,Ingrid,Burkhardt,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,4800,F,Store Full Time Staf,Store Permanent Stockers,Monthly
681,Todd,Whitney,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,3700,F,Store Full Time Staf,Store Permanent Stockers,Monthly
682,Barbara,Wisnewski,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,6500,F,Store Full Time Staf,Store Permanent Stockers,Monthly
683,Karren,Burkhardt,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,4300,F,Store Full Time Staf,Store Permanent Stockers,Monthly
684,Stacie,Mcanich,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,5200,M,Store Full Time Staf,Store Permanent Stockers,Monthly
685,Mary,Browning,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,4650,F,Store Full Time Staf,Store Permanent Stockers,Monthly
686,Alexandra,Wellington,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,4550,F,Store Full Time Staf,Store Permanent Stockers,Monthly
687,Cory,Bacugalupi,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,4400,M,Store Full Time Staf,Store Permanent Stockers,Monthly
688,Stacy,Rizzi,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,4200,M,Store Full Time Staf,Store Permanent Stockers,Monthly
689,William,Sotelo,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,4700,M,Store Full Time Staf,Store Permanent Stockers,Monthly
690,Beth,Stanley,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,4500,F,Store Full Time Staf,Store Permanent Stockers,Monthly
691,Jill,Markwood,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,4400,F,Store Full Time Staf,Store Permanent Stockers,Monthly
692,Mildred,Valentine,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,4600,F,Store Full Time Staf,Store Permanent Stockers,Monthly
693,Suzann,Reams,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,4400,M,Store Full Time Staf,Store Permanent Stockers,Monthly
694,John,Long,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
695,Edwin,Olenzek,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
696,Jessie,Valerio,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
697,Robert,Ahlering,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
698,Megan,Burke,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
699,Karel,Bates,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
700,Mike,White,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
701,Marty,Simpson,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
702,Robert,Jones,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
703,Raul,Casts,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
704,Bridget,Browqett,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
705,Kay,Kartz,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
706,Audrey,Wold,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
707,Susan,French,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
708,Trish,Pederson,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
709,Eric,Renn,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
710,Elizabeth,Catalano,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
711,Eric,Coleman,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
712,Lawrence,Hurkett,12,Store Assistant Manager,11,19720512 00:00:00,19980101 00:00:00,10000,F,Store Management,Store Management,Monthly
713,Sara,Pettengill,13,Store Shift Supervisor,11,19610924 00:00:00,19980101 00:00:00,8900,M,Store Management,Store Management,Monthly
714,Jauna,Elson,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,6400,M,Store Full Time Staf,Store Permanent Checkers,Monthly
715,Nancy,Hirota,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,5900,M,Store Full Time Staf,Store Permanent Checkers,Monthly
716,Linda,Blasingame,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,6200,M,Store Full Time Staf,Store Permanent Checkers,Monthly
717,Jackie,Blackwell,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,6100,M,Store Full Time Staf,Store Permanent Checkers,Monthly
718,Marie,Moya,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
719,Nicky,Chesnut,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
720,John,Ortiz,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
721,Stacey,Tearpak,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
722,Karen,Hall,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,4400,M,Store Full Time Staf,Store Permanent Stockers,Monthly
723,Greg,Narberes,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,4800,F,Store Full Time Staf,Store Permanent Stockers,Monthly
724,Fannye,Weber,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,3700,F,Store Full Time Staf,Store Permanent Stockers,Monthly
725,Diane,Kabbes,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,6500,M,Store Full Time Staf,Store Permanent Stockers,Monthly
726,Anna,Townsend,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
727,Carol Ann,Rockne,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
728,Brenda,Heaney,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
729,Judith,Karavites,18,Store Temporary Stocker,18,19140202 00:00:00,19980101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
730,Donna,Carreras,12,Store Assistant Manager,11,19720512 00:00:00,19980101 00:00:00,10000,F,Store Management,Store Management,Monthly
731,Gladys,Mendiola,13,Store Shift Supervisor,11,19610924 00:00:00,19980101 00:00:00,8900,F,Store Management,Store Management,Monthly
732,David,Trolen,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,6400,M,Store Full Time Staf,Store Permanent Checkers,Monthly
733,Wanda,Vernon,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,5900,M,Store Full Time Staf,Store Permanent Checkers,Monthly
734,Sharon,Lynn,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,6200,M,Store Full Time Staf,Store Permanent Checkers,Monthly
735,Brigid,Cavendish,15,Store Permanent Checker,15,19140202 00:00:00,19980101 00:00:00,6100,M,Store Full Time Staf,Store Permanent Checkers,Monthly
736,Alberto,Baltazar,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
737,Onetha,Higgs,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
738,Della,Demott Jr,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
739,Jane,Carmichael,16,Store Temporary Checker,16,19140202 00:00:00,19980101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
740,Hillaine,Montera,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,4400,M,Store Full Time Staf,Store Permanent Stockers,Monthly
741,Gina,Ciochon,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,4800,M,Store Full Time Staf,Store Permanent Stockers,Monthly
742,Mae,Anderson,17,Store Permanent Stocker,17,19140202 00:00:00,19980101 00:00:00,3700,F,Store Full Time Staf,Store Permanent Stockers,Monthly
